"timestamp","genero","edad","procedencia","eleccion_estudio","carrera_simultanea","cambio_carrera","becado","excelencia_academica","promedio_graduacion","trabajo_y_estudio","clases_por_periodo","tiempo_graduacion","rendimiento_docente","calidad_contenido","tecnologias_unah","tecnologias_autodidacta","actividades_extracurriculares","areas_no_favoritas","areas_favoritas","preparacion_practica","portafolio","conocimientos_ayudaron","anio_graduacion","mes_graduacion","trabajo_por_carrera","gustar_practica","ofrecieron_trabajo_practica","trabajo_practica","tecnologias_mercado_laboral","actualizacion_tecnologias","trabajo_actual","trabajo_ingeniero_sistemas","meses_desempleado","trabajo_area_preferencia","trabajo_pre_graduacion","nivel_ingles","nivel_programacion","nivel_redes","nivel_servidores","nivel_disenio","nivel_admin","lider_proyectos","nivel_proactividad","nivel_autodidacta","expositor","negociador","lider","introvertido","competitivo","irritabilidad"
"2020/04/15 6:39:50 PM CDT","Hombre",30,"Tegucigalpa M.D.C.","Sí","Sí","No","No","No",75,"Sí",4,8,"El 50% eran buenos dando la clase","No","Node.js, HTML5, CSS3, Java, Python, C, C++, C#, Oracle, SQLServer, MySql, ASM, entre otras","Arduino, PHP, FLASH, Linux S.O. y servidores, Odoo, PosgreSql, javascript más a profundidad, Vue.js, entre otros","Sí","Redes","Programación;Electrónica;Administración","Sí","A mi parecer me faltaban conocimientos especializados en herramientas puntuales, que se usan en la empresa o que nosotros adquirimos conocimientos muy a media dificultad, que aprendí durante la práctica y que afecta al desempeño inmediato dentro del tiempo de práctica.","Sí",2019,1,"Sí","No","Sí","Si","Herramientas web, enfocadas en el front end, con conocimientos básicos de back end y Java y todas las vertientes, Javascript, Java de escritorio, además herramientas de versionado, repositorio, como github y herramientas de contenedores de imágenes y creación de imágenes, como Docker y de preferencia usando administradores de contenedores, como KUBERNET y muy importante, aprender a crear, consumir y administrar servicios web.","Sí","Sí","Sí",0,"Sí","Sí",5,4,2,2,4,4,"Sí",4,"Sí","Si","No","No","No","Sí","No"
"2020/04/15 6:40:01 PM CDT","Hombre",30,"Tegucigalpa M.D.C.","Sí","Sí","No","No","No",75,"Sí",4,8,"El 50% eran buenos dando la clase","No","Node.js, HTML5, CSS3, Java, Python, C, C++, C#, Oracle, SQLServer, MySql, ASM, entre otras","Arduino, PHP, FLASH, Linux S.O. y servidores, Odoo, PosgreSql, javascript más a profundidad, Vue.js, entre otros","Sí","Redes","Programación;Electrónica;Administración","Sí","A mi parecer me faltaban conocimientos especializados en herramientas puntuales, que se usan en la empresa o que nosotros adquirimos conocimientos muy a media dificultad, que aprendí durante la práctica y que afecta al desempeño inmediato dentro del tiempo de práctica.","Sí",2019,1,"Sí","No","Sí","Si","Herramientas web, enfocadas en el front end, con conocimientos básicos de back end y Java y todas las vertientes, Javascript, Java de escritorio, además herramientas de versionado, repositorio, como github y herramientas de contenedores de imágenes y creación de imágenes, como Docker y de preferencia usando administradores de contenedores, como KUBERNET y muy importante, aprender a crear, consumir y administrar servicios web.","Sí","Sí","Sí",0,"Sí","Sí",5,4,2,2,4,4,"Sí",4,"Sí","Si","No","No","No","Sí","No"
"2020/04/16 5:27:33 PM CDT","Hombre",27,"Tegucigalpa","Sí","No","Sí","No","No",79,"Sí",4,6,"El 50% eran buenos dando la clase","No","POO, Bases de datos, PHP, Sql Server, Javascript","Angular, CSS, mongo","Sí","Redes;Administración","Programación","No","No tenía portafolio","Sí",2018,3,"No","Sí","Sí","Si","Programación, metodologías ágiles","Sí","Sí","Sí",0,"Sí","Sí",1,2,1,1,1,1,"Sí",3,"Sí","Si","No","No","No","Sí","No"
"2020/04/16 5:30:32 PM CDT","Hombre",29,"Tegucigalpa","Sí","No","No","No","No",72,"No",4,6,"El 70% eran buenos dando la clase","No","C#, Java, Python, Visual Studio, SQL Server ","HTML y CSS","Sí","Redes;Administración","Programación;Electrónica","No","Novato","Sí",2016,10,"No","Sí","No","No","Desarrollo Web, Mobile y Agile","Sí","Sí","Sí",3,"Sí","No",3,2,2,1,2,1,"Sí",3,"Sí","Si","No","Sí","Sí","No","No"
"2020/04/16 5:38:20 PM CDT","Mujer",30,"Tegucigalpa","Sí","No","No","No","No",69,"Sí",3,7,"El 40%  o menos eran buenos dando la clase","No","Dreamweaver","SQL server","No","Programación","Redes;Electrónica;Administración","No","Con muy poca experiencia","Sí",2017,4,"Sí","Sí","Sí","Si","Actualmente el desarrollo web es muy importante y en la universidad estaba solamente como una optativa","Sí","Sí","Sí",0,"Sí","Sí",2,3,3,2,2,2,"No",3,"Sí","Si","No","No","Sí","No","Sí"
"2020/04/17 7:54:58 AM CDT","Hombre",26,"Intibuca ","Sí","No","No","No","Sí",80,"No",5,7,"El 70% eran buenos dando la clase","Sí","SQL, PHP, JAVA","CSS, PYTHON","No","Electrónica","Programación;Redes;Administración","Sí","Bien ","Sí",2020,2,"No","Sí","No","No","SQL","No","Sí","Sí",0,"Sí","Sí",3,4,3,3,3,3,"Sí",4,"No","Si","Sí","No","No","Sí","No"
"2020/04/17 8:56:21 AM CDT","Mujer",26,"Tegucigalpa","Sí","No","Sí","No","No",79,"No",4,5,"El 50% eran buenos dando la clase","No","SQL server","Devops, R studio","No","Electrónica;Administración","Programación;Redes","No","Sin experiencia laboral","Sí",2019,11,"No","Sí","Sí","Si","Todas los que nos proporciona las plataforma en las nubes","Sí","Sí","Sí",0,"Sí","No",1,2,1,3,3,3,"No",4,"Sí","No","Sí","Sí","No","Sí","Sí"
"2020/04/17 9:00:42 AM CDT","Hombre",23,"Olancho","Sí","No","Sí","Sí","Sí",90,"No",4,5,"El 60% eran buenos dando la clase","Sí","Java, c++, nodejs, PHP,","C#, Entity framework, oracle","Sí","Electrónica","Programación;Redes","Sí","No comprendo la pregunta, creo que está mal redactada. Te refieres como Lucía mi portafolio en ese momento? Pera la palabra era lucia... No le da sentido a tu pregunta, no queda claro.","Sí",2020,2,"No","Sí","Sí","Si","Las que están enfocadas al desarrollo web y aplicaciones móviles","Sí","Sí","Sí",0,"Sí","No",1,4,2,2,2,3,"Sí",3,"No","Si","No","Sí","Sí","Sí","No"
"2020/04/17 9:31:53 AM CDT","Mujer",28,"Tegucigalpa","Sí","No","No","No","No",79,"Sí",3,8,"El 60% eran buenos dando la clase","No","Herramienta obsoletas que en la actualidad no se usan en el campo laboral. ","Java, instalación y configuración de servidores,  fundamentos de redes y seguridad informática","Sí","Electrónica;Administración","Programación;Redes","Sí","Intermedio. Ya trabajaba en el área para entonces. ","Sí",2020,2,"Sí","Sí","Sí","Si","Pyton, GeneXus, Java, seguridad ","Sí","Sí","Sí",0,"No","Sí",3,3,4,4,2,3,"Sí",4,"Sí","Si","No","Sí","No","Sí","No"
"2020/04/17 12:00:22 PM CDT","Hombre",23,"Tegucigalpa","Sí","No","No","No","No",81,"No",4,5,"El 60% eran buenos dando la clase","No","MySQL, Oracle, SQL Server, Java, PHP, C, Python","Python (frameworks web y librerías de machine Learning), R, javascript, nodejs y diversos frameworks, PowerBI, mongodb, firebase, flutter, dart, git, Linux","Sí","Redes","Programación;Electrónica","No","Tenía algunos de los proyectos que realicé en diversas clases solamente ","Sí",2020,2,"Sí","Sí","Sí","Si","Depende del área, si es desarrollo diría que Java o Javascript y algún framework ","Sí","Sí","Sí",0,"Sí","No",5,4,2,3,2,2,"Sí",4,"Sí","Si","Sí","Sí","No","Sí","No"
"2020/04/17 3:08:58 PM CDT","Hombre",24,"Francisco Morazan","Sí","No","No","No","No",77,"Sí",4,7,"El 70% eran buenos dando la clase","Sí","CISCO packet tracer, AWS, Oracle APEX, SQL developer, MongoDB, Node, PHP, JAVA, C++, JavaScript","React y Angular ","No","Electrónica","Administración","No","Con los conocimientos basicos para aprender nuevas tecnologias y herramientas","Sí",2020,2,"No","Sí","Sí","Si","Conocimientos en las herramientas que ofrecen AWS, Microsoft Azure y G Cloud.","Sí","Sí","Sí",0,"Sí","Sí",4,3,2,2,4,4,"Sí",3,"No","Si","Sí","No","No","Sí","No"
"2020/04/17 4:47:58 PM CDT","Hombre",28,"Comayagua","Sí","No","Sí","No","Sí",89,"Sí",3,8,"El 60% eran buenos dando la clase","Sí","Java FX, PHP, MySql, NodeJS","Vue JS, Angular, Ionic, React Native, Feathers, Flutter, Flask, Spring Boot","No","Redes;Administración","Programación","Sí","Tenía experiencia laboral y proyectos en los que había trabajado antes de llegar a práctica ","Sí",2020,2,"Sí","No","Sí","Si","Angular y .Net MVC","Sí","Sí","Sí",0,"Sí","Sí",3,4,2,2,2,2,"Sí",4,"Sí","Si","No","Sí","No","Sí","Sí"
"2020/04/17 4:58:43 PM CDT","Hombre",29,"Tegucigalpa ","Sí","No","No","Sí","No",74,"Sí",3,9,"El 50% eran buenos dando la clase","No","Sql server, packet tracer, c#, arena","Lotus, as400, html css, php, cisco, azure, génesis ","Sí","Programación;Electrónica","Redes;Administración","Sí","Bien ","Sí",2019,11,"Sí","Sí","Sí","Si","Considero que lo que se enseña en la u es superficial y en los trabajos uno se especializa en el área a la que ingrese ","Sí","Sí","Sí",0,"No","Sí",3,2,4,1,2,3,"Sí",5,"Sí","Si","Sí","Sí","No","Sí","Sí"
"2020/04/17 5:01:10 PM CDT","Hombre",29,"Tegucigalpa ","Sí","No","No","No","No",78,"No",4,8,"El 50% eran buenos dando la clase","Sí","Redes, bases de datos, programación ","Programar ","No","Programación;Electrónica","Redes","Sí","Básico ","Sí",2019,11,"No","Sí","No","No","Servidores virtuales ","Sí","No","Sí",3,"Sí","No",4,4,4,4,4,4,"Sí",4,"Sí","Si","Sí","Sí","Sí","Sí","Sí"
"2020/04/17 5:02:05 PM CDT","Hombre",26,"Tegucigalpa","Sí","No","Sí","No","No",79,"No",4,6,"El 60% eran buenos dando la clase","Sí","Muchas <U+0001F923>","Varias","Sí","Programación","Redes;Electrónica","Sí","Nutrido","Sí",2018,11,"No","Sí","Sí","No","Excel <U+0001F923>","Sí","Sí","Sí",0,"Sí","No",3,3,3,3,4,3,"Sí",5,"No","No","Sí","Sí","Sí","Sí","No"
"2020/04/17 5:02:18 PM CDT","Hombre",26,"Intibuca ","Sí","No","No","No","Sí",80,"No",5,7,"El 70% eran buenos dando la clase","Sí","Sql, php","Json, JS","No","Electrónica","Programación;Redes;Administración","Sí","Bien ","Sí",2020,2,"No","Sí","No","No","Sql","Sí","Sí","Sí",0,"Sí","Sí",3,5,4,4,4,4,"Sí",4,"Sí","Si","Sí","No","No","Sí","No"
"2020/04/17 5:02:29 PM CDT","Mujer",28,"Francisco Morazan","Sí","No","Sí","No","No",77,"No",4,8,"El 60% eran buenos dando la clase","No","Bases de datos y programación orientada a objetos","Desarrollo web y angular php","No","Redes;Electrónica","Programación","Sí","Basico","Sí",2019,3,"Sí","Sí","No","No","Desarrollo web y en android","Sí","Sí","Sí",1,"Sí","Sí",2,3,3,1,4,4,"Sí",2,"No","No","Sí","Sí","No","Sí","No"
"2020/04/17 5:02:54 PM CDT","Hombre",33,"Tegucigalpa ","Sí","No","Sí","No","No",78,"Sí",4,10,"El 50% eran buenos dando la clase","No","Uso de ides, workbench, visual estudio,  sql manager, herramientas de gestión de proyectos, etc. ","My sql, My php, javascrip, json, etc. ","No","Programación;Administración","Redes;Electrónica","No","Definir portafolio","Sí",2019,11,"No","Sí","No","No","Desarrollo web y programación móvil, bases de datos, seguridad informática. ","Sí","No","No",5,"No","No",3,4,4,1,3,2,"No",3,"Sí","No","No","Sí","Sí","No","Sí"
"2020/04/17 5:04:13 PM CDT","Hombre",26,"Tegucigalpa","Sí","No","Sí","No","No",79,"Sí",3,5,"El 60% eran buenos dando la clase","No","Packet Traser, SQL server","JS , ","Sí","Electrónica","Programación;Redes;Administración","No","Competitivo ","No",2020,2,"No","No","Sí","No","JS , React Native","Sí","Sí","Sí",1,"Sí","Sí",3,3,3,1,3,5,"Sí",5,"Sí","Si","Sí","Sí","Sí","Sí","No"
"2020/04/17 5:05:35 PM CDT","Hombre",24,"El paraíso, El Paraíso","No","No","Sí","No","Sí",81,"Sí",4,7,"El 60% eran buenos dando la clase","Sí","usar netbean","usar soap ui","No","Electrónica","Administración","Sí","bueno","Sí",2020,9,"No","No","Sí","Si","sql ","No","Sí","Sí",0,"No","Sí",2,3,3,3,3,3,"Sí",3,"Sí","No","No","No","Sí","Sí","Sí"
"2020/04/17 5:05:52 PM CDT","Hombre",29,"Valle","Sí","No","No","No","No",66,"Sí",3,10,"El 90% eran buenos dando la clase","Sí","Bases de datos, redes, programación","Oracle, Cisco, VMware","No","Electrónica;Administración","Programación;Redes","Sí","Completo","Sí",2019,9,"Sí","Sí","Sí","Si","Bases de datos, redes, programación","Sí","Sí","Sí",0,"Sí","Sí",3,3,3,1,3,3,"Sí",3,"Sí","Si","No","No","Sí","Sí","No"
"2020/04/17 5:11:21 PM CDT","Hombre",25,"Taulabé","Sí","No","No","No","Sí",80,"No",4,6,"El 70% eran buenos dando la clase","Sí"," inteligencia artificial, investigación, otros","Programación web","No","Electrónica","Programación","No","Mi portafolio no se llamaba lucía, ni siquiera tenía uno.","Sí",2020,2,"No","Sí","Sí","Si","Desarrollo web y el trato con las personas","Sí","No","",2,"No","No",1,3,2,1,2,1,"No",3,"No","Si","No","Sí","No","No","No"
"2020/04/17 5:13:45 PM CDT","Mujer",29,"Tegucigalpa ","Sí","No","No","No","No",78,"No",5,10,"El 90% eran buenos dando la clase","No","Java, oracle, SQL server","System center service manager, AD, DNS","Sí","Programación","Redes;Administración","No","Bueno","Sí",2019,11,"No","Sí","No","No","Todas las herramientas relacionadas con el área de infraestructura, ya que es un área poco explotada en las clases ","Sí","Sí","Sí",0,"Sí","Sí",4,3,4,4,3,4,"Sí",5,"Sí","No","No","No","Sí","Sí","No"
"2020/04/17 5:30:35 PM CDT","Mujer",25,"Choluteca","Sí","No","No","No","No",79,"No",5,5,"El 60% eran buenos dando la clase","Sí","Más que todo las herramientas de software.","Las herramientas de hardware, reforzar las que enseñan en la unah","No","Administración","Redes;Electrónica","No","Pues bien ","Sí",2019,3,"Sí","No","No","No","La programación web, las herramientas de Cisco.","No","No","No",10,"No","No",2,4,4,2,4,5,"Sí",4,"Sí","No","Sí","No","Sí","Sí","Sí"
"2020/04/17 6:02:15 PM CDT","Hombre",29,"FM","Sí","No","No","No","No",78,"No",4,6,"El 70% eran buenos dando la clase","Sí","Packet tracer, sqlServer, php. ","Java EE, Web service, Scriptcase, sql server, seguridad informática, soporte de impresoras, etc. ","No","Administración","Programación;Redes;Electrónica","Sí","Bien. ","Sí",2017,9,"No","Sí","Sí","No","Desarrollo web con nuevas tecnologías. ","Sí","Sí","Sí",6,"No","No",3,4,2,1,4,2,"No",4,"No","No","Sí","No","No","Sí","No"
"2020/04/17 6:53:25 PM CDT","Hombre",27,"Tegucigalpa","Sí","Sí","Sí","No","Sí",78,"No",5,6,"El 70% eran buenos dando la clase","Sí","POO,Arduino,PHP,SQL","Angular,typescript,servidores","Sí","Administración","Programación;Electrónica","Sí","pesimo,casi nulo","Sí",2018,9,"Sí","Sí","Sí","Si","Javascript ,Marketing Digital, Todo lo que tenga que ver con tecnología, hoy día todo se volvio digital","Sí","Sí","Sí",0,"Sí","Sí",1,3,3,3,2,1,"Sí",3,"No","No","Sí","No","Sí","Sí","Sí"
"2020/04/17 6:57:41 PM CDT","Hombre",27,"El Paraíso","Sí","No","No","No","No",78,"No",4,6,"El 70% eran buenos dando la clase","No","Visual Studio, Netbeans, packet tracer","Git hub, JIRA, bitrix, helpdesk","No","Administración","Programación;Redes;Electrónica;Administración","No","Bien, logré anexarle un par de diplomas y cursos recibidos por mi cuenta","Sí",2017,4,"No","Sí","No","No","Github, helpdesk, Scrum","Sí","Sí","Sí",9,"Sí","No",2,3,3,1,2,1,"Sí",3,"Sí","Si","Sí","Sí","Sí","Sí","Sí"
"2020/04/17 7:14:57 PM CDT","Hombre",29,"Nacaome ","Sí","No","No","No","No",78,"No",3,7,"El 70% eran buenos dando la clase","Sí","Lo básico ","Ningún ","No","Electrónica;Administración","Programación;Redes","No","No tan llamativo","Sí",2018,9,"No","Sí","Sí","Si","Programación web","Sí","Sí","Sí",0,"Sí","No",2,3,3,2,3,2,"No",3,"Sí","Si","No","No","Sí","No","Sí"
"2020/04/17 7:24:26 PM CDT","Hombre",25,"Tegucigalpa","Sí","No","No","Sí","Sí",82,"Sí",5,7,"El 70% eran buenos dando la clase","Sí","bases de datos , programación de bajo nivel","frameworks web , programación movil","Sí","Electrónica","Programación;Redes;Administración","Sí","Con poca experiencia valida","Sí",2020,2,"Sí","Sí","Sí","Si","programación movil , web y manejo avanzado de base de datos","Sí","Sí","No",0,"No","Sí",4,3,2,2,2,3,"Sí",4,"Sí","No","Sí","Sí","No","Sí","No"
"2020/04/17 7:38:00 PM CDT","Hombre",29,"Vallecillo FM","Sí","No","Sí","No","No",76,"Sí",4,6,"El 60% eran buenos dando la clase","Sí","La parte electrónica.","Programación en otros Lenguajes que no nos proporcionaban en la clase ","Sí","Administración","Redes;Electrónica","Sí","Con todas las capacidades basicas ","Sí",2019,11,"Sí","Sí","Sí","Si","La parte de la administración y la gerencia","Sí","Sí","Sí",0,"Sí","Sí",2,4,4,3,3,3,"Sí",4,"Sí","Si","Sí","Sí","No","Sí","No"
"2020/04/17 8:13:25 PM CDT","Hombre",27,"FM","Sí","No","No","No","No",84,"Sí",4,7,"El 40%  o menos eran buenos dando la clase","Sí",".",".","No","Electrónica;Administración","Programación;Administración","Sí",".","Sí",3000,12,"No","Sí","No","No",".","Sí","Sí","No",1000,"No","No",5,2,3,2,2,2,"Sí",3,"No","No","Sí","Sí","No","Sí","Sí"
"2020/04/17 10:58:38 PM CDT","Hombre",38,"Tegucigalpa","Sí","No","No","No","Sí",83,"Sí",4,7,"El 70% eran buenos dando la clase","No","Java, C#, nodejs, html, cas, javascript, boostrap, ","Jasper report, genexus, ","No","Programación","Redes;Electrónica;Administración","Sí","Básico","No",2020,2,"Sí","Sí","No","No","Java, c#","Sí","No","No",2,"Sí","Sí",3,3,3,2,3,3,"Sí",4,"Sí","Si","Sí","No","No","Sí","No"
"2020/04/21 12:45:49 PM CDT","Hombre",28,"Tegucigalpa M. D. C","Sí","No","Sí","No","No",75,"Sí",4,9,"El 40%  o menos eran buenos dando la clase","No","Lógica, lenguajes de programación, bases de datos etc. ","Programación en frameword como angular... ","No","Electrónica;Administración","Programación;Redes","No","Normal","Sí",2019,9,"No","Sí","Sí","Si","Fortaleza mental en que si puedes hacer las cosas. ","No","Sí","Sí",0,"Sí","No",1,4,3,3,3,3,"Sí",3,"No","Si","No","No","No","Sí","No"
"2020/04/21 12:45:57 PM CDT","Hombre",28,"Tegucigalpa M. D. C","Sí","No","Sí","No","No",75,"Sí",4,9,"El 40%  o menos eran buenos dando la clase","No","Lógica, lenguajes de programación, bases de datos etc. ","Programación en frameword como angular... ","No","Electrónica;Administración","Programación;Redes","No","Normal","Sí",2019,9,"No","Sí","Sí","Si","Fortaleza mental en que si puedes hacer las cosas. ","No","Sí","Sí",0,"Sí","No",1,4,3,3,3,3,"Sí",3,"No","Si","No","No","No","Sí","No"
"2020/04/23 8:46:58 AM CDT","Hombre",24,"Tegucigalpa ","Sí","No","No","No","No",75,"Sí",5,7,"El 60% eran buenos dando la clase","Sí","Desarrollo web,redes,base de datos entre otras","Fortiner,sophos,robótica entre otras","Sí","Electrónica","Programación;Redes","No","No conocí a ninguna lucia","Sí",2019,9,"No","Sí","Sí","Si","Desarrollo para móvil entre otras","Sí","Sí","Sí",0,"Sí","Sí",3,3,4,3,3,3,"Sí",3,"No","Si","Sí","No","No","Sí","No"
